"iso"	"lang"	"dialect"	"genetics"	"vowel"	"f1"	"f2"	"f3"
"eng"	"English"	"American>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	660	1056	2571
"eng"	"English"	"American>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"o"	479	933	2571
"eng"	"English"	"American>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	342	1064	2422
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	320	2100	2790
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	480	2160	2640
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	660	1840	2420
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	680	1440	2420
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"a"	700	1320	2580
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɒ"	600	960	2640
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	520	880	2720
"eng"	"English"	"Australian>General"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	400	990	2450
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	300	2140	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	470	2160	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	600	1910	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	740	1480	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"a"	720	1370	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɒ"	600	1120	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	480	900	NA
"eng"	"English"	"Australian>Broad"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	390	960	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	266	2230	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	446	1913	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	625	1730	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	775	1689	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɑ"	781	1213	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	617	989	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	446	1346	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	321	1210	NA
"eng"	"English"	"American>New England>Ithaca"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	647	1285	NA
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	270	2290	3010
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	390	1990	2550
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	530	1840	2480
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	660	1720	2410
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɑ"	730	1090	2440
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	570	840	2410
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	440	1020	2240
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	300	870	2240
"eng"	"English"	"American>General Old"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	640	1190	2390
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	365	2190	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	450	1750	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	660	1675	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"a"	820	1480	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɑ"	760	1200	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɒ"	645	1055	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	565	925	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	460	1045	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	390	930	NA
"eng"	"English"	"British>Somerset"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	635	1150	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	293	2207	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"e"	364	2227	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	420	1899	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	560	1694	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	704	1519	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɒ"	636	1118	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	459	1340	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"o"	411	899	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	313	1328	NA
"eng"	"English"	"Canadian>Winnipeg"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	584	NA	NA
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	291	2286	2861
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"e"	406	2048	2681
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	421	1800	2583
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	543	1666	2531
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	689	1607	2558
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɑ"	706	1230	2423
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	443	1378	2470
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"o"	439	1182	2466
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	324	1413	2442
"eng"	"English"	"American>Southern Californian "	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	588	1431	2489
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"i"	286	2317	3033
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɪ"	409	2012	2671
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"e"	469	2082	2636
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɛ"	531	1900	2561
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"æ"	687	1743	2497
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɑ"	694	1121	2548
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ɔ"	663	1026	2527
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"o"	498	1127	2375
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʊ"	446	1331	2380
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"u"	333	1393	2282
"eng"	"English"	"American>SouthWestern"	"IndoEuropean>Germanic>WestGermanic>AngloFrisian"	"ʌ"	592	1331	2494
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"i"	280	2195	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"e"	320	1980	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"ɛ"	435	1825	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"a"	540	1485	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"ɔ"	425	1100	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"o"	385	920	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"u"	305	1135	NA
"eto"	"Eton"	""	"NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang"	"ə"	335	1630	NA
"eus"	"Basque"	""	"Isolate"	"i"	381	2449	NA
"eus"	"Basque"	""	"Isolate"	"e"	596	2044	NA
"eus"	"Basque"	""	"Isolate"	"a"	790	1546	NA
"eus"	"Basque"	""	"Isolate"	"o"	587	1164	NA
"eus"	"Basque"	""	"Isolate"	"u"	438	1062	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"i"	325	2312	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"e"	458	1881	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"a"	726	1297	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"o"	454	900	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"u"	380	833	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"i"	389	2109	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"e"	493	1754	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"a"	679	1411	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"o"	481	1043	NA
"eus"	"Basque"	"Bilbao"	"Isolate"	"u"	410	972	NA
"eus"	"Basque"	"Viscaino"	"Isolate"	"i"	355	2171	2799
"eus"	"Basque"	"Viscaino"	"Isolate"	"e"	492	1791	2605
"eus"	"Basque"	"Viscaino"	"Isolate"	"a"	671	1427	2499
"eus"	"Basque"	"Viscaino"	"Isolate"	"o"	516	1096	2291
"eus"	"Basque"	"Viscaino"	"Isolate"	"u"	374	1066	2381
"eus"	"Basque"	"Guipuzcoano"	"Isolate"	"i"	360	2184	2734
"eus"	"Basque"	"Guipuzcoano"	"Isolate"	"e"	505	1780	2569
"eus"	"Basque"	"Guipuzcoano"	"Isolate"	"a"	707	1439	2518
"eus"	"Basque"	"Guipuzcoano"	"Isolate"	"o"	501	1013	2137
"eus"	"Basque"	"Guipuzcoano"	"Isolate"	"u"	384	990	2174
"eus"	"Basque"	"Alto Navarro Septentrional"	"Isolate"	"i"	361	2044	2685
"eus"	"Basque"	"Alto Navarro Septentrional"	"Isolate"	"e"	493	1744	2682
"eus"	"Basque"	"Alto Navarro Septentrional"	"Isolate"	"a"	647	1358	2594
"eus"	"Basque"	"Alto Navarro Septentrional"	"Isolate"	"o"	509	1050	2354
"eus"	"Basque"	"Alto Navarro Septentrional"	"Isolate"	"u"	387	1045	2438
"eus"	"Basque"	"Bajo Navarro Occidental"	"Isolate"	"i"	380	2149	2788
"eus"	"Basque"	"Bajo Navarro Occidental"	"Isolate"	"e"	518	1781	2475
"eus"	"Basque"	"Bajo Navarro Occidental"	"Isolate"	"a"	725	1413	2356
"eus"	"Basque"	"Bajo Navarro Occidental"	"Isolate"	"o"	548	1072	2160
"eus"	"Basque"	"Bajo Navarro Occidental"	"Isolate"	"u"	408	964	2280
"eus"	"Basque"	"Bajo Navarro Oriental"	"Isolate"	"i"	348	2277	2921
"eus"	"Basque"	"Bajo Navarro Oriental"	"Isolate"	"e"	503	1879	2676
"eus"	"Basque"	"Bajo Navarro Oriental"	"Isolate"	"a"	730	1469	2253
"eus"	"Basque"	"Bajo Navarro Oriental"	"Isolate"	"o"	521	1058	2281
"eus"	"Basque"	"Bajo Navarro Oriental"	"Isolate"	"u"	383	1036	2435
"eus"	"Basque"	"Labortano"	"Isolate"	"i"	334	2367	2959
"eus"	"Basque"	"Labortano"	"Isolate"	"e"	497	1905	2552
"eus"	"Basque"	"Labortano"	"Isolate"	"a"	773	1523	2488
"eus"	"Basque"	"Labortano"	"Isolate"	"o"	515	1074	2201
"eus"	"Basque"	"Labortano"	"Isolate"	"u"	353	1008	2421
"eus"	"Basque"	"Suletino"	"Isolate"	"i"	353	2411	3179
"eus"	"Basque"	"Suletino"	"Isolate"	"e"	508	2002	2745
"eus"	"Basque"	"Suletino"	"Isolate"	"a"	821	1448	2508
"eus"	"Basque"	"Suletino"	"Isolate"	"o"	505	1024	2288
"eus"	"Basque"	"Suletino"	"Isolate"	"u"	390	949	2403
"eus"	"Basque"	"Suletino"	"Isolate"	"y"	379	1812	2442
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"i"	345	2372	3255
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"e"	398	2323	3090
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"ɪ"	493	2133	2913
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"æ"	520	2085	2883
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"a"	673	1448	2575
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"ɔ"	615	1110	2372
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"ʊ"	500	873	2442
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"u"	365	775	2440
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"ə"	508	1138	2478
"evn"	"Solon"	"Yaohe"	"Altaic>Tungusic>Northern>Evenki"	"ɵ"	502	945	2385
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	275	2495	3200
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"e"	450	2240	2810
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	690	1840	2650
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɑ"	720	1240	2455
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"o"	515	905	2430
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"u"	340	605	2615
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	300	1995	2430
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ø"	455	1805	2465
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	340	2355	2935
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɛ"	500	2070	2685
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	675	1825	2650
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɑ"	710	1345	2505
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɔ"	535	985	2425
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ʊ"	400	780	2555
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	340	1920	2415
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"œ"	510	1705	2440
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	319	2155	3070
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"e"	468	1838	2904
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	578	1485	2535
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"a"	595	1287	2349
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"o"	482	1137	2315
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"u"	345	749	2258
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	326	1633	2195
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ø"	459	1608	2330
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɪ"	355	2064	2890
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɛ"	475	1802	2574
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	571	1503	2384
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"a"	597	1322	2207
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɔ"	488	1292	2230
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ʊ"	375	831	2343
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ʏ"	365	1620	2162
"fin"	"Finnish"	"Tampere"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ø"	466	1551	2377
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	316	2195	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"e"	440	1973	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	591	1640	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɑ"	614	1294	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"o"	461	1000	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"u"	325	815	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	316	1746	NA
"fin"	"Finnish"	"Standard"	"Uralic>FinnoUgric>FinnoPermic>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ø"	440	1661	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	229	2096	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	614	1568	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɑ"	619	1131	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"u"	300	574	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	251	1701	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"i"	287	1974	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"æ"	630	1568	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"ɑ"	621	1194	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"u"	327	843	NA
"fin"	"Finnish"	"Helsinki"	"Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic"	"y"	287	1665	NA
"fla"	"Montana Salish"	""	"Salishan>SouthernInteriorSalish"	"i"	349	2062	2546
"fla"	"Montana Salish"	""	"Salishan>SouthernInteriorSalish"	"e"	510	1738	2396
"fla"	"Montana Salish"	""	"Salishan>SouthernInteriorSalish"	"a"	683	1389	2434
"fla"	"Montana Salish"	""	"Salishan>SouthernInteriorSalish"	"o"	540	994	2222
"fla"	"Montana Salish"	""	"Salishan>SouthernInteriorSalish"	"u"	355	1011	2265
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"i"	270	2220	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"e"	320	2280	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"a"	920	1630	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"ɒ"	640	1070	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"ɔ"	600	1000	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"u"	290	660	NA
"fmp"	"Fe'fe'"	""	"NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Grassfields>Eastern>Bamileke"	"ə"	350	1500	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"i"	323	2103	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"e"	437	2064	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"ɪ"	442	2038	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"ɛ"	639	1838	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"a"	862	1441	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"ɔ"	638	1010	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"ʊ"	469	853	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"o"	459	995	NA
"fod"	"Foodo"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North"	"u"	365	771	NA
"fra"	"French"	"Standard New"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"i"	250	2260	NA
"fra"	"French"	"Standard New"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"e"	380	2240	NA
"fra"	"French"	"Standard New"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ɛ"	510	1900	NA
"fra"	"French"	"Standard New"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"a"	770	1380	NA
